Component ID,Name,Category,Status,Description,Purpose,Inputs,Outputs,Templates,Slots,Rules
tied_proj,"Tied down/up projection (shared transposed weights, rank=D/4)",math_space,approved,"Tied down/up projection (shared transposed weights, rank=D/4)","math_space (math_space, learnable)","x:tensor[B,S,D]","y:tensor[B,S,D]",,,"forbidden_before: mean_last,max_last,sum_last,norm_last; forbidden_after: output_head,split2,split3; mode:GENERAL"
tropical_add,Tropical addition (element-wise minimum),math_space,approved,Tropical addition (element-wise minimum),math_space (math_space),"a:tensor[B,S,D]; b:tensor[B,S,D]","y:tensor[B,S,D]",,,"forbidden_before: mean_last,max_last,sum_last,norm_last; forbidden_after: geometric_product,clifford_attention,hyp_linear,hyp_tangent_nonlinear,ultrametric_attention,tropical_gate,chebyshev_spectral_mix,output_head,grade_select,tropical_router,rotor_transform,padic_expand; mode:GENERAL"
tropical_attention,Self-attention using tropical geometry (shortest-path),math_space,approved,Self-attention using tropical geometry (shortest-path),"math_space (math_space, learnable)","x:tensor[B,S,D]","y:tensor[B,S,D]",,,"forbidden_before: mean_last,max_last,sum_last,norm_last; forbidden_after: output_head,split2,split3; mode:GENERAL"
tropical_center,Subtract sequence-wise tropical baseline (min) from features,math_space,approved,Subtract sequence-wise tropical baseline (min) from features,math_space (math_space),"x:tensor[B,S,D]","y:tensor[B,S,D]",,,"forbidden_after: geometric_product,clifford_attention,hyp_linear,hyp_tangent_nonlinear,ultrametric_attention,tropical_gate,chebyshev_spectral_mix,linear_proj,grade_select,tropical_router,rotor_transform,padic_expand; mode:GENERAL"
tropical_gate,Shortest-path tropical distances as a gating mechanism,math_space,approved,Shortest-path tropical distances as a gating mechanism,"math_space (math_space, learnable)","x:tensor[B,S,D]","y:tensor[B,S,D]",,,
tropical_matmul,Tropical (min-plus) matrix multiply — shortest path distances,math_space,approved,Tropical (min-plus) matrix multiply — shortest path distances,math_space (math_space),"a:tensor[B,S,D]; b:tensor[B,S,D]","y:tensor[B,S,D]",,,"forbidden_before: mean_last,max_last,sum_last,norm_last; forbidden_after: split2,split3; mode:GENERAL"
tropical_moe,Tropical MoE,math_space,approved,Mixture-of-Experts with tropical (min-plus) routing,"math_space (tropical_geometry, moe, math_space)","x:tensor[B,S,D]","y:tensor[B,S,D]",,,"forbidden_before: semi_structured_2_4_linear,mean_last,sum_last,norm_last,max_last,nm_sparse_linear,block_sparse_linear; forbidden_after: gated_lane_blend,adaptive_rank_gate,learned_token_gate,confidence_token_gate,moe_topk,difficulty_blend_3way,moe_2expert,output_head,feature_sparsity,sparse_bottleneck_moe,arch_router,compute_budget_router,relu_gated_moe,hetero_moe,depth_gated_transform,depth_weighted_proj,signal_conditioned_compression; mode:GENERAL"
tropical_router,Tropical Router,math_space,approved,Tropical (shortest-path) routing signal via min-plus distance,"math_space (tropical_geometry, routing, math_space)","x:tensor[B,S,D]","y:tensor[B,S,D]",,,
ultrametric_attention,Attention using ultrametric (p-adic) distance,math_space,approved,Attention using ultrametric (p-adic) distance,math_space (math_space),"x:tensor[B,S,D]","y:tensor[B,S,D]",,,
chebyshev_spectral_mix,Chebyshev polynomial spectral mixing,mixing,approved,"Spectral mixing via Chebyshev polynomial recurrence. K learned coefficients per feature dim: K*D params vs D² for dense mixing (42x compression at K=6, D=256).","mixing (parameterized, learnable, vram_efficient, spectral)","x:tensor[B,S,D]","y:tensor[B,S,D]",,,
conv_only,Conv Only,mixing,approved,Pure convolution stack (local + dilated),"mixing (linear_complexity, local_only, token_mixing)","x:tensor[B,S,D]","y:tensor[B,S,D]",,,"forbidden_before: mean_last,max_last,sum_last,norm_last; forbidden_after: output_head,split2,split3; mode:GENERAL"
diff_attention,Differential Attention,mixing,approved,Differential attention: two softmax maps subtracted to cancel noise (ICLR 2025).,"mixing (attention, noise-cancellation)","x:tensor[B,S,D]","y:tensor[B,S,D]",,,"forbidden_before: mean_last,max_last,sum_last,norm_last; forbidden_after: split2,split3; mode:GENERAL"
gated_delta,Gated Delta Rule,mixing,approved,Gated delta rule: linear recurrence with decay + update gates for targeted state writes (ICLR 2025).,"mixing (recurrence, linear-attention, state-space)","x:tensor[B,S,D]","y:tensor[B,S,D]",,,"forbidden_before: mean_last,max_last,sum_last,norm_last; forbidden_after: split2,split3; mode:GENERAL"
graph_attention,Graph Attention,mixing,approved,Dynamic graph attention (learned adjacency),"mixing (graph, quadratic, token_mixing)","x:tensor[B,S,D]","y:tensor[B,S,D]",,,forbidden_after: output_head; requires_residual; mode:GENERAL
linear_attention,Linear Attention,mixing,approved,"Linear attention (kernel trick, no softmax)","mixing (linear_complexity, token_mixing)","x:tensor[B,S,D]","y:tensor[B,S,D]",,,forbidden_after: output_head; requires_residual; mode:GENERAL
rwkv_time_mixing,RWKV Time Mixing,mixing,approved,RWKV linear attention with learned decay,"mixing (parameterized, attention, rnn)","x:tensor[B,S,D]","y:tensor[B,S,D]",,,"forbidden_before: mean_last,max_last,sum_last,norm_last; forbidden_after: split2,split3; mode:GENERAL"
softmax_attention,Softmax Attention,mixing,approved,Standard softmax QKV attention (baseline),"mixing (quadratic, standard, token_mixing)","x:tensor[B,S,D]","y:tensor[B,S,D]",,,"forbidden_before: causal_mask,max_last,split3,transpose_sd,mean_last,sum_last,norm_last,token_merge,linear_proj_down,split2; forbidden_after: output_head,softmax_attention,identity,linear_proj; requires_residual; mode:GENERAL"
state_space,State Space Mixer,mixing,approved,State-space sequence mixer (Mamba-style selective scan),"mixing (ssm, sequence_mixing, linear_complexity)","x:tensor[B,S,D]","y:tensor[B,S,D]",,,"forbidden_before: mean_last,max_last,sum_last,norm_last; forbidden_after: split2,split3; mode:GENERAL"
layernorm,Layernorm Pre,normalization,approved,Pre-norm LayerNorm,"normalization (standard, normalization)","x:tensor[B,S,D]","y:tensor[B,S,D]",,,forbidden_after: identity; mode:GENERAL
rope_rotate,RoPE Rotate,positional,approved,Rotary Position Embedding (RoPE),"positional (functional, positional_encoding)","x:tensor[B,S,D]","y:tensor[B,S,D]",,,
embedding_lookup,Embedding Lookup,representation,approved,Token embedding lookup table,"representation (parameterized, embedding)","indices:tensor[B,S]","y:tensor[B,S,D]",,,forbidden_after: output_head; mode:GENERAL
adjacent_token_merge,Token Merging,routing,approved,Merge similar tokens to reduce sequence length,"routing (token_sparse, merging, compute_routing)","x:tensor[B,S,D]","y:tensor[B,S,D]",,,"forbidden_before: mean_last,max_last,sum_last,norm_last; forbidden_after: gated_lane_blend,adaptive_rank_gate,learned_token_gate,confidence_token_gate,moe_topk,difficulty_blend_3way,moe_2expert,output_head,feature_sparsity,sparse_bottleneck_moe,arch_router,compute_budget_router,relu_gated_moe,hetero_moe,depth_gated_transform,depth_weighted_proj,signal_conditioned_compression; requires_residual; mode:GENERAL"
cheap_verify_blend,Speculative,routing,approved,"Speculative: run cheap path, verify with expensive path","routing (dynamic_routing, speculative, compute_routing)","x:tensor[B,S,D]","y:tensor[B,S,D]",,,"forbidden_before: mean_last,max_last,sum_last,norm_last; forbidden_after: gated_lane_blend,adaptive_rank_gate,learned_token_gate,confidence_token_gate,moe_topk,difficulty_blend_3way,moe_2expert,output_head,feature_sparsity,sparse_bottleneck_moe,arch_router,compute_budget_router,relu_gated_moe,hetero_moe,depth_gated_transform,depth_weighted_proj,signal_conditioned_compression; requires_residual; mode:GENERAL"
confidence_token_gate,Early Exit,routing,approved,Early exit: tokens stop at different depths,"routing (dynamic_routing, early_exit, compute_routing)","x:tensor[B,S,D]","y:tensor[B,S,D]",,,"forbidden_before: mean_last,sum_last,norm_last,max_last,add; forbidden_after: split2,split3; requires_residual; mode:GENERAL"
default_path,Default Path,routing,approved,Cheap default/early-exit path required by routed blocks.,"routing (default_path, hybrid_router)","x:tensor[B,S,D]","y:tensor[B,S,D]",hybrid_sparse_triplet_router,upstream_signal(path),
depth_token_mask,Mixture-of-Depths Top-K,routing,approved,Mixture-of-Depths top-k token routing with learned scorer,"routing (dynamic_routing, token_routing, sparse_compute)","x:tensor[B,S,D]","y:tensor[B,S,D]",,,"forbidden_before: semi_structured_2_4_linear,mean_last,sum_last,norm_last,max_last,nm_sparse_linear,block_sparse_linear; forbidden_after: gated_lane_blend,adaptive_rank_gate,learned_token_gate,confidence_token_gate,moe_topk,difficulty_blend_3way,moe_2expert,output_head,feature_sparsity,sparse_bottleneck_moe,arch_router,compute_budget_router,relu_gated_moe,hetero_moe,depth_gated_transform,depth_weighted_proj,signal_conditioned_compression; requires_residual; mode:GENERAL"
depth_weighted_proj,Adaptive Recursion,routing,approved,Adaptive recursion depth per token (MoR-style),"routing (dynamic_routing, recursion, compute_routing)","x:tensor[B,S,D]","y:tensor[B,S,D]",,,"forbidden_before: linear_proj_down,mean_last,sum_last,norm_last,max_last; forbidden_after: causal_mask,clifford_attention,gated_lane_blend,learned_token_gate,confidence_token_gate,moe_topk,split3,ultrametric_attention,sparse_bottleneck_moe,relu_gated_moe,tropical_matmul,diff_attention,linear_proj_up,depth_weighted_proj,grade_select,split2,rotor_transform,padic_expand,sliding_window_mask,tropical_center,adaptive_rank_gate,hyp_linear,difficulty_blend_3way,moe_2expert,tropical_gate,local_window_attn,chebyshev_spectral_mix,feature_sparsity,arch_router,tropical_router,compute_budget_router,geometric_product,softmax_attention,linear_attention,hetero_moe,depth_gated_transform,hyp_tangent_nonlinear,graph_attention,signal_conditioned_compression; mode:GENERAL"
difficulty_blend_3way,Adaptive Lane Mixer,routing,approved,Routes tokens to experts based on learned difficulty scores.,"routing (parameterized, learnable, core, exotic)","x:tensor[B,S,D]","y:tensor[B,S,D]",,,"forbidden_before: mean_last,max_last,sum_last,norm_last; forbidden_after: causal_mask,sliding_window_mask,gated_lane_blend,adaptive_rank_gate,learnable_bias,learned_token_gate,confidence_token_gate,moe_topk,difficulty_blend_3way,moe_2expert,feature_sparsity,sparse_bottleneck_moe,arch_router,compute_budget_router,relu_gated_moe,hetero_moe,depth_gated_transform,depth_weighted_proj,signal_conditioned_compression; mode:GENERAL"
hybrid_sparse_router,Lane Router,routing,approved,"Two-stage router with token gate, sparse fused spans, heterogeneous lanes, and default fallback.","routing (hybrid_router, sparse_routing, lane_router)","x:tensor[B,S,D]","y:tensor[B,S,D]",hybrid_sparse_triplet_router; multiscale_difficulty_router; multiscale_rich_lane_router; intelligent_multilane_router,"pre_router(stem)→[routing/cheap_verify_blend,linear_algebra/linear_proj]; default_path(fallback)→[routing/default_path]; easy_router(lane)→[routing/cheap_verify_blend,mixing/conv_only,linear_algebra/conv1d_seq]; medium_router(route)→[routing/hybrid_sparse_router,routing/route_lanes,routing/adaptive_lane_mixer,sparse/semi_structured_2_4_linear,sparse/block_sparse_linear,mixing/rwkv_time_mixing,sparse/nm_sparse_linear,routing/default_path,routing/cheap_verify_blend,linear_algebra/conv1d_seq,mixing/conv_only]; routed_lane(lane)→[routing/lane_conditioned_block]; sparse_spans(path)→[routing/sparse_span_builder]; difficulty_signal(signal)→[routing/token_class_proj]; compression_router(route)→[routing/signal_conditioned_compression]; hard_router(expert)→[routing/compression_mixture_experts,routing/routing_conditioned_compression,routing/dual_compression_blend,routing/route_recursion,routing/adaptive_recursion,routing/mixed_recursion_gate,channel_mixing/moe_topk,channel_mixing/moe_2expert,routing/n_way_sparse_router,mixing/state_space]; token_merge(merge)→[routing/adjacent_token_merge,functional/token_merge]; post_merge(stem)→[linear_algebra/rmsnorm,linear_algebra/linear_proj,linear_algebra/nm_sparse_linear,linear_algebra/conv1d_seq]",
hybrid_token_gate,Token Gate,routing,approved,Cheap single-token gate for default-path vs sparse routed traffic.,"routing (dynamic_routing, token_gate, hybrid_router)","x:tensor[B,S,D]","y:tensor[B,S,D]",hybrid_sparse_triplet_router,default_path(fallback)→[routing/default_path]; sparse_route(path)→[routing/sparse_span_builder],
lane_conditioned_block,Lane Conditioned Block,routing,approved,Lane-conditioned downstream compute block for routed activations.,"routing (lane_block, hybrid_router)","x:tensor[B,S,D]","y:tensor[B,S,D]",hybrid_sparse_triplet_router,routed_lane(lane)→[routing/hybrid_sparse_router]; merge_target(merge)→[add],
learned_token_gate,Cascade,routing,approved,"Progressive cascade: easy tokens get shallow, hard get deep","routing (dynamic_routing, cascade, compute_routing)","x:tensor[B,S,D]","y:tensor[B,S,D]",,,"forbidden_before: mean_last,max_last,sum_last,norm_last; forbidden_after: split2,split3; mode:GENERAL"
relu_gated_moe,ReLU Gate Routing,routing,approved,ReLU-gated MoE: sparse expert activation with learned gate and expert projections,"routing (moe, sparse_compute, dynamic_routing)","x:tensor[B,S,D]","y:tensor[B,S,D]",,,"forbidden_before: linear_proj_down,mean_last,sum_last,norm_last,max_last; forbidden_after: gated_lane_blend,adaptive_rank_gate,learned_token_gate,confidence_token_gate,moe_topk,difficulty_blend_3way,moe_2expert,output_head,feature_sparsity,sparse_bottleneck_moe,arch_router,compute_budget_router,relu_gated_moe,hetero_moe,depth_gated_transform,depth_weighted_proj,signal_conditioned_compression; mode:GENERAL"
score_depth_blend,Mixed Recursion Gate,routing,approved,"Tokens re-enter block with different transforms per recursion step, depth is conditional on difficulty.","routing (parameterized, learnable, recursion, exotic)","x:tensor[B,S,D]; scores:tensor[B,S,max_depth]","y:tensor[B,S,D]",,,"forbidden_before: mean_last,max_last,sum_last,norm_last; forbidden_after: gated_lane_blend,adaptive_rank_gate,learned_token_gate,confidence_token_gate,moe_topk,difficulty_blend_3way,moe_2expert,output_head,feature_sparsity,sparse_bottleneck_moe,arch_router,compute_budget_router,relu_gated_moe,hetero_moe,depth_gated_transform,depth_weighted_proj,signal_conditioned_compression; mode:GENERAL"
sparse_bottleneck_moe,N-way sparse router with bottleneck experts,routing,approved,"Width-over-depth N-way router: N narrow bottleneck experts (D/N hidden), top-k activation with straight-through estimator.","routing (parameterized, learnable, routing, vram_efficient)","x:tensor[B,S,D]","y:tensor[B,S,D]",,,"forbidden_before: mean_last,max_last,sum_last,norm_last; forbidden_after: split2,split3; mode:GENERAL"
sparse_span_builder,Sparse Span Builder,routing,approved,Builds sparse fused pair/triplet span features from informative tokens.,"routing (sparse_routing, pair_triplet, hybrid_router)","x:tensor[B,S,D]","y:tensor[B,S,D]",hybrid_sparse_triplet_router,sparse_route(path)→[routing/hybrid_token_gate]; fallback_path(fallback)→[routing/default_path],
token_class_proj,Token Type Classifier,routing,approved,Learned classifier to produce routing scores from token embeddings.,"routing (parameterized, learnable, router)","x:tensor[B,S,D]","scores:tensor[B,S,n_classes]",,,
token_difficulty_proj,Difficulty Scorer,routing,approved,"2-layer MLP scoring per-token difficulty (D→D//8→1, sigmoid output)","routing (routing, adaptive_compute, parameterized)","x:tensor[B,S,D]","y:tensor[B,S,D]",,,
token_entropy,Entropy Score,routing,approved,Shannon entropy of input scores as a per-token difficulty signal.,"routing (functional, scoring)","scores:tensor[B,S,K]","routing_signal:tensor[B,S,1]",,,
causal_mask,Apply causal (lower-triangular) mask,sequence,approved,Apply causal (lower-triangular) mask,sequence (sequence),"x:tensor[B,S,D]","y:mask[B,S,D]",,,forbidden_after: output_head; requires_residual; mode:GENERAL
local_window_attn,Local windowed causal self-attention (Q=K=V),sequence,approved,Local windowed causal self-attention (Q=K=V),sequence (sequence),"x:tensor[B,S,D]","y:tensor[B,S,D]",,,"forbidden_before: mean_last,max_last,sum_last,norm_last; forbidden_after: output_head; requires_residual; mode:GENERAL"
sliding_window_mask,Exponential distance decay mask for windowed composition,sequence,approved,Exponential distance decay mask for windowed composition,sequence (sequence),"x:tensor[B,S,D]","y:mask[B,S,D]",,,"forbidden_before: gated_lane_blend,adaptive_rank_gate,max_last,learned_token_gate,confidence_token_gate,moe_topk,difficulty_blend_3way,moe_2expert,mean_last,sum_last,feature_sparsity,sparse_bottleneck_moe,arch_router,compute_budget_router,relu_gated_moe,hetero_moe,depth_gated_transform,depth_weighted_proj,norm_last,signal_conditioned_compression; forbidden_after: adaptive_rank_gate,gated_lane_blend,learned_token_gate,confidence_token_gate,moe_topk,difficulty_blend_3way,moe_2expert,output_head,feature_sparsity,arch_router,sparse_bottleneck_moe,compute_budget_router,relu_gated_moe,hetero_moe,depth_gated_transform,depth_weighted_proj,signal_conditioned_compression; requires_residual; mode:GENERAL"
softmax_last,Softmax along last dimension,sequence,approved,Softmax along last dimension,sequence (sequence),"x:tensor[B,S,D]","y:tensor[B,S,D]",,,"forbidden_before: mean_last,max_last,sum_last,norm_last; forbidden_after: output_head,split2,split3; mode:GENERAL"
concat,Concatenate along last dimension,structural,approved,Concatenate along last dimension,structural (structural),"a:tensor[B,S,D_a]; b:tensor[B,S,D_b]","y:tensor[B,S,D_out]",,,"forbidden_before: concat,cos; forbidden_after: output_head; mode:GENERAL"
gather_topk,Gather Top-K,structural,approved,Select top-k vectors by score,"structural (functional, selection)","x:tensor[B,S,D]; scores:tensor[B,S]","y:tensor[B,k,D]",,,"forbidden_after: output_head,split2,split3; mode:GENERAL"
multi_head_mix,Multi-head reshape + per-head L2 normalize,structural,approved,Multi-head reshape + per-head L2 normalize,structural (structural),"x:tensor[B,S,D]","y:tensor[B,S,D]",,,"forbidden_before: mean_last,max_last,sum_last,norm_last; forbidden_after: output_head; mode:GENERAL"
split2,Split Tensor (2-way),structural,approved,Split tensor into 2 parts across either token or feature axis.,"structural (structural, branching)","x:tensor[B,S,D]",y0:tensor[*]; y1:tensor[*],,,"forbidden_before: mean_last,max_last,sum_last,norm_last; forbidden_after: causal_mask,gated_delta,selective_scan,sliding_window_mask,low_rank_proj,output_head,basis_expansion,state_space,rope_rotate,softmax_attention,diff_attention,ternary_projection,rwkv_time_mixing,conv1d_seq,linear_attention,graph_attention,rwkv_channel,padic_expand; mode:GENERAL"
split3,Split Tensor (3-way),structural,approved,Split tensor into 3 parts across either token or feature axis.,"structural (structural, branching)","x:tensor[B,S,D]",y0:tensor[*]; y1:tensor[*]; y2:tensor[*],,,"forbidden_before: mean_last,max_last,sum_last,norm_last; forbidden_after: output_head; mode:GENERAL"
